date,Region,mean_daily_site_volume,median_daily_site_volume,total_daily_site_volume,n_sites
2021-12-30,IRE3,14762.92857142857,13271.5,413362,28
2021-12-30,NCITY,13187.879396984925,12057.0,2624388,199
2021-12-30,SCITY,10426.222972972973,10993.0,1543081,148
2021-12-30,WCITY1,12604.95,11735.0,1512594,120
2021-12-31,CCITY,12744.14406779661,10776.5,1503809,118
2021-12-31,DCC1,16777.594202898552,14016.0,1157654,69
2021-12-31,IRE,14579.60891089109,12803.0,2945081,202
2021-12-31,IRE3,15056.785714285714,13552.5,421590,28
2021-12-31,NCITY,13095.321608040202,12043.0,2605969,199
2021-12-31,SCITY,10656.898648648648,11196.0,1577221,148
2021-12-31,WCITY1,12212.1,12073.5,1465452,120
2022-01-01,CCITY,10066.262711864407,8783.0,1187819,118
2022-01-01,DCC1,12769.014492753624,10481.0,881062,69
2022-01-01,IRE,11082.371287128713,9667.5,2238639,202
2022-01-01,IRE3,11337.357142857143,10114.5,317446,28
2022-01-01,NCITY,10148.497487437186,9495.0,2019551,199
2022-01-01,SCITY,8342.243243243243,8163.0,1234652,148
2022-01-01,WCITY1,9863.258333333333,8889.0,1183591,120
2022-01-02,CCITY,10735.813559322034,8829.5,1266826,118
2022-01-02,DCC1,14990.202898550724,11467.0,1034324,69
2022-01-02,IRE,12611.490099009901,10918.0,2547521,202
2022-01-02,IRE3,12597.285714285714,11375.0,352724,28
2022-01-02,NCITY,11229.391959798995,10424.0,2234649,199
2022-01-02,SCITY,8939.378378378378,9347.0,1323028,148
2022-01-02,WCITY1,10766.05,9952.5,1291926,120
2022-01-03,CCITY,10735.601694915254,8813.0,1266801,118
2022-01-03,DCC1,15620.115942028986,12055.0,1077788,69
2022-01-03,IRE,13416.846534653465,11997.5,2710203,202
2022-01-03,IRE3,13172.25,12181.0,368823,28
2022-01-03,NCITY,11744.708542713568,10780.0,2337197,199
2022-01-03,SCITY,9207.70945945946,9511.0,1362741,148
2022-01-03,WCITY1,10993.208333333334,10281.5,1319185,120
2022-01-04,CCITY,13476.059322033898,11588.5,1590175,118
2022-01-04,DCC1,18740.434782608696,14902.0,1293090,69
2022-01-04,IRE,16197.787128712871,14244.5,3271953,202
2022-01-04,IRE3,15193.607142857143,14443.0,425421,28
2022-01-04,NCITY,14212.713567839195,13041.0,2828330,199
2022-01-04,SCITY,11678.5,12478.5,1728418,148
2022-01-04,WCITY1,14055.908333333333,13430.0,1686709,120
2022-01-05,CCITY,13706.762711864407,11984.5,1617398,118
2022-01-05,DCC1,19308.840579710144,15444.0,1332310,69
2022-01-05,IRE,17034.402985074626,14914.0,3423915,201
2022-01-05,IRE3,15856.32142857143,14517.0,443977,28
2022-01-05,NCITY,14690.291457286432,13392.0,2923368,199
2022-01-05,SCITY,12117.216216216217,12889.5,1793348,148
2022-01-05,WCITY1,14385.608333333334,13482.5,1726273,120
2022-01-06,CCITY,14204.504201680673,12483.0,1690336,119
2022-01-06,DCC1,19921.521739130436,15773.0,1374585,69
2022-01-06,IRE,17541.542288557215,15329.0,3525850,201
2022-01-06,IRE3,16179.857142857143,15466.0,453036,28
2022-01-06,NCITY,15172.814070351758,13719.0,3019390,199
2022-01-06,SCITY,12678.682432432432,13035.5,1876445,148
2022-01-06,WCITY1,14679.866666666667,13949.0,1761584,120
2022-01-07,CCITY,14660.333333333334,12890.0,1759240,120
2022-01-07,DCC1,20862.971014492752,16878.0,1439545,69
2022-01-07,IRE,18422.44776119403,16267.0,3702912,201
2022-01-07,IRE3,17441.035714285714,16028.5,488349,28
2022-01-07,NCITY,15840.522613065326,14387.0,3152264,199
2022-01-07,SCITY,13312.45945945946,13440.0,1970244,148
2022-01-07,WCITY1,15323.858333333334,14515.5,1838863,120
2022-01-08,CCITY,13340.916666666666,11139.0,1600910,120
2022-01-08,DCC1,18177.521739130436,14568.0,1254249,69
2022-01-08,IRE,16088.10396039604,14665.5,3249797,202
2022-01-08,IRE3,16102.035714285714,16130.5,450857,28
2022-01-08,NCITY,14008.788944723618,13060.0,2787749,199
2022-01-08,SCITY,11894.29054054054,12373.5,1760355,148
2022-01-08,WCITY1,13804.316666666668,13086.0,1656518,120
2022-01-09,CCITY,11637.975,9382.5,1396557,120
2022-01-09,DCC1,16174.31884057971,12883.0,1116028,69
2022-01-09,IRE,14215.183168316831,12911.0,2871467,202
2022-01-09,IRE3,14243.035714285714,13286.0,398805,28
2022-01-09,NCITY,12542.824120603014,11470.0,2496022,199
2022-01-09,SCITY,10375.351351351352,10402.5,1535552,148
2022-01-09,WCITY1,11836.483333333334,11252.0,1420378,120
2022-01-10,CCITY,13937.933333333332,12402.5,1672552,120
2022-01-10,DCC1,19844.82857142857,16067.5,1389138,70
2022-01-10,IRE,17954.821782178216,15626.0,3626874,202
2022-01-10,IRE3,17018.10714285714,15559.5,476507,28
2022-01-10,NCITY,15690.819095477387,14054.0,3122473,199
2022-01-10,SCITY,12656.925675675675,13320.0,1873225,148
2022-01-10,WCITY1,15081.108333333334,14077.5,1809733,120
2022-01-11,CCITY,14538.341666666667,12622.5,1744601,120
2022-01-11,DCC1,19420.788732394365,15727.0,1378876,71
2022-01-11,IRE,18679.425742574258,16592.5,3773244,202
2022-01-11,IRE3,17463.964285714286,16539.5,488991,28
2022-01-11,NCITY,16039.40703517588,14805.0,3191842,199
2022-01-11,SCITY,13120.066666666668,13891.0,1968010,150
2022-01-11,WCITY1,15275.2,14566.0,1833024,120
2022-01-12,CCITY,14802.683333333332,13011.0,1776322,120
2022-01-12,DCC1,20634.333333333332,16436.0,1423769,69
2022-01-12,IRE,19173.80198019802,16823.0,3873108,202
2022-01-12,IRE3,17959.60714285714,16967.5,502869,28
2022-01-12,NCITY,16551.30150753769,15136.0,3293709,199
2022-01-12,SCITY,13657.402684563758,15095.0,2034953,149
2022-01-12,WCITY1,15756.058333333332,14439.5,1890727,120
2022-01-13,CCITY,15351.375,13786.0,1842165,120
2022-01-13,DCC1,20949.159420289856,17365.0,1445492,69
2022-01-13,IRE,19571.628712871287,17083.5,3953469,202
2022-01-13,IRE3,17888.035714285714,16553.0,500865,28
2022-01-13,NCITY,16614.54,15414.0,3322908,200
2022-01-13,SCITY,14030.543624161073,15229.0,2090551,149
2022-01-13,WCITY1,16108.591666666667,14692.0,1933031,120
2022-01-14,CCITY,15997.925,14334.5,1919751,120
2022-01-14,DCC1,21551.52857142857,17719.5,1508607,70
2022-01-14,IRE,19946.366336633662,17493.0,4029166,202
2022-01-14,IRE3,18946.214285714286,17976.0,530494,28
2022-01-14,NCITY,17209.93,15716.5,3441986,200
2022-01-14,SCITY,14458.12,15321.5,2168718,150
2022-01-14,WCITY1,16725.816666666666,15130.0,2007098,120
2022-01-15,CCITY,14029.0,11905.5,1683480,120
2022-01-15,DCC1,18699.463768115944,15165.0,1290263,69
2022-01-15,IRE,17480.371287128713,15546.0,3531035,202
2022-01-15,IRE3,16961.85714285714,16112.0,474932,28
2022-01-15,NCITY,14797.765,13480.5,2959553,200
2022-01-15,SCITY,12980.614864864865,13520.0,1921131,148
2022-01-15,WCITY1,14543.875,13215.0,1745265,120
2022-01-16,CCITY,12272.341666666667,10127.5,1472681,120
2022-01-16,DCC1,16729.434782608696,13738.0,1154331,69
2022-01-16,IRE,15748.851485148514,13795.0,3181268,202
2022-01-16,IRE3,14722.357142857143,14498.5,412226,28
2022-01-16,NCITY,13199.55,11991.5,2639910,200
2022-01-16,SCITY,11217.79054054054,11518.0,1660233,148
2022-01-16,WCITY1,12801.883333333333,11769.5,1536226,120
2022-01-17,CCITY,14738.275,12718.5,1768593,120
2022-01-17,DCC1,20270.928571428572,16008.5,1418965,70
2022-01-17,IRE,19108.118811881188,16544.0,3859840,202
2022-01-17,IRE3,17194.89285714286,16691.5,481457,28
2022-01-17,NCITY,16187.865,14576.0,3237573,200
2022-01-17,SCITY,13336.68,14405.0,2000502,150
2022-01-17,WCITY1,15653.375,14319.0,1878405,120
2022-01-18,CCITY,15044.05,13115.5,1805286,120
2022-01-18,DCC1,20497.485714285714,16899.5,1434824,70
2022-01-18,IRE,19547.836633663366,16777.0,3948663,202
2022-01-18,IRE3,17627.571428571428,16379.5,493572,28
2022-01-18,NCITY,16427.59,14797.0,3285518,200
2022-01-18,SCITY,13801.346666666666,14165.5,2070202,150
2022-01-18,WCITY1,16186.816666666668,14454.5,1942418,120
2022-01-19,CCITY,15440.208333333334,13691.0,1852825,120
2022-01-19,DCC1,20991.8,17012.5,1469426,70
2022-01-19,IRE,20247.539603960395,17478.5,4090003,202
2022-01-19,IRE3,18298.714285714286,17864.5,512364,28
2022-01-19,NCITY,16932.94,15396.0,3386588,200
2022-01-19,SCITY,14298.26845637584,15081.0,2130442,149
2022-01-19,WCITY1,16160.783333333333,14897.0,1939294,120
2022-01-20,CCITY,15798.166666666666,14227.0,1895780,120
2022-01-20,DCC1,20930.408450704224,17403.0,1486059,71
2022-01-20,IRE,20286.569306930694,17319.5,4097887,202
2022-01-20,IRE3,18311.535714285714,17854.5,512723,28
2022-01-20,NCITY,17090.425,15408.0,3418085,200
2022-01-20,SCITY,14568.161073825504,15377.0,2170656,149
2022-01-20,WCITY1,16529.9,15197.0,1983588,120
2022-01-21,CCITY,16292.75,14398.0,1955130,120
2022-01-21,DCC1,22096.1,18180.5,1546727,70
2022-01-21,IRE,20378.223880597016,17886.0,4096023,201
2022-01-21,IRE3,17237.571428571428,16157.5,482652,28
2022-01-21,NCITY,17398.66,15611.0,3479732,200
2022-01-21,SCITY,14785.442953020134,15442.0,2203031,149
2022-01-21,WCITY1,16702.491666666665,15332.5,2004299,120
2022-01-22,CCITY,14904.116666666667,12835.5,1788494,120
2022-01-22,DCC1,18670.871428571427,15747.0,1306961,70
2022-01-22,IRE,17850.273631840795,15962.0,3587905,201
2022-01-22,IRE3,16942.035714285714,16685.0,474377,28
2022-01-22,NCITY,15182.35,14132.5,3036470,200
2022-01-22,SCITY,13429.758389261746,13932.0,2001034,149
2022-01-22,WCITY1,15070.125,13984.0,1808415,120
2022-01-23,CCITY,12964.691666666668,10303.0,1555763,120
2022-01-23,DCC1,16821.428571428572,13491.0,1177500,70
2022-01-23,IRE,15813.084158415842,14036.0,3194243,202
2022-01-23,IRE3,14507.07142857143,14660.5,406198,28
2022-01-23,NCITY,13681.705,12405.0,2736341,200
2022-01-23,SCITY,11636.006711409396,11859.0,1733765,149
2022-01-23,WCITY1,13100.058333333332,12039.5,1572007,120
2022-01-24,CCITY,15348.791666666666,13597.5,1841855,120
2022-01-24,DCC1,20653.514285714286,16799.0,1445746,70
2022-01-24,IRE,19338.90594059406,16940.0,3906459,202
2022-01-24,IRE3,17086.214285714286,16410.0,478414,28
2022-01-24,NCITY,16515.795,15218.5,3303159,200
2022-01-24,SCITY,13832.127516778524,14723.0,2060987,149
2022-01-24,WCITY1,15673.875,14826.0,1880865,120
2022-01-25,CCITY,15933.258333333333,14134.0,1911991,120
2022-01-25,DCC1,20725.072463768116,17335.0,1430030,69
2022-01-25,IRE,20063.696517412936,17284.0,4032803,201
2022-01-25,IRE3,17906.25,17326.5,501375,28
2022-01-25,NCITY,17084.715,15798.0,3416943,200
2022-01-25,SCITY,14399.393333333333,15101.5,2159909,150
2022-01-25,WCITY1,16575.533333333333,15293.5,1989064,120
2022-01-26,CCITY,16432.675,14970.0,1971921,120
2022-01-26,DCC1,20937.628571428573,17551.5,1465634,70
2022-01-26,IRE,20591.13432835821,17990.0,4138818,201
2022-01-26,IRE3,17867.39285714286,17632.5,500287,28
2022-01-26,NCITY,17410.675,16225.5,3482135,200
2022-01-26,SCITY,14955.78523489933,15797.0,2228412,149
2022-01-26,WCITY1,16441.441666666666,15377.5,1972973,120
2022-01-27,CCITY,17104.5,15604.5,2052540,120
2022-01-27,DCC1,21538.47142857143,18501.5,1507693,70
2022-01-27,IRE,20850.069651741294,17909.0,4190864,201
2022-01-27,IRE3,18435.571428571428,18046.5,516196,28
2022-01-27,NCITY,17838.87,16376.0,3567774,200
2022-01-27,SCITY,15348.16,16005.5,2302224,150
2022-01-27,WCITY1,17029.325,15453.0,2043519,120
2022-01-28,CCITY,17925.1,15883.0,2151012,120
2022-01-28,DCC1,22725.057142857142,19554.0,1590754,70
2022-01-28,IRE,21030.08415841584,18204.0,4248077,202
2022-01-28,IRE3,19443.39285714286,18697.0,544415,28
2022-01-28,NCITY,18237.835,16770.5,3647567,200
2022-01-28,SCITY,15993.8,16473.0,2399070,150
2022-01-28,WCITY1,17450.633333333335,16130.0,2094076,120
2022-01-29,CCITY,16011.291666666666,13412.5,1921355,120
2022-01-29,DCC1,19415.82857142857,16845.5,1359108,70
2022-01-29,IRE,18551.272277227723,16414.5,3747357,202
2022-01-29,IRE3,17937.60714285714,17585.5,502253,28
2022-01-29,NCITY,16179.605,15183.5,3235921,200
2022-01-29,SCITY,13965.826666666666,14262.0,2094874,150
2022-01-29,WCITY1,15621.366666666667,14213.0,1874564,120
2022-01-30,CCITY,13376.033333333333,10966.0,1605124,120
2022-01-30,DCC1,17218.957142857143,14489.5,1205327,70
2022-01-30,IRE,16182.628712871287,14355.0,3268891,202
2022-01-30,IRE3,15103.67857142857,15216.0,422903,28
2022-01-30,NCITY,14217.565,12802.0,2843513,200
2022-01-30,SCITY,11781.866666666667,11871.0,1767280,150
2022-01-30,WCITY1,13264.491666666667,12373.0,1591739,120
2022-01-31,CCITY,15685.191666666668,13899.0,1882223,120
2022-01-31,DCC1,20885.9,17148.5,1462013,70
2022-01-31,IRE,19457.70297029703,16969.0,3930456,202
2022-01-31,IRE3,17504.178571428572,17576.0,490117,28
2022-01-31,NCITY,16997.025,15597.5,3399405,200
2022-01-31,SCITY,13996.56,14660.5,2099484,150
2022-01-31,WCITY1,16387.383333333335,14955.5,1966486,120
2022-02-01,CCITY,16217.525,14637.0,1946103,120
2022-02-01,DCC1,21514.6,18093.0,1506022,70
2022-02-01,IRE,20258.757425742573,17324.5,4092269,202
2022-02-01,IRE3,18277.678571428572,17979.5,511775,28
2022-02-01,NCITY,17495.35175879397,15779.0,3481575,199
2022-02-01,SCITY,14753.246666666666,15184.5,2212987,150
2022-02-01,WCITY1,16403.775,15114.5,1968453,120
2022-02-02,CCITY,16891.425,15315.0,2026971,120
2022-02-02,DCC1,21812.64285714286,18438.5,1526885,70
2022-02-02,IRE,20515.044554455446,17817.5,4144039,202
2022-02-02,IRE3,18443.14285714286,17954.0,516408,28
2022-02-02,NCITY,17773.895,16421.0,3554779,200
2022-02-02,SCITY,15225.818791946309,15926.0,2268647,149
2022-02-02,WCITY1,16891.383333333335,15357.0,2026966,120
2022-02-03,CCITY,17560.833333333332,15756.0,2107300,120
2022-02-03,DCC1,22738.217391304348,19376.0,1568937,69
2022-02-03,IRE,20923.178217821784,18107.0,4226482,202
2022-02-03,IRE3,18935.35714285714,17868.0,530190,28
2022-02-03,NCITY,18343.38,16447.0,3668676,200
2022-02-03,SCITY,15765.489932885906,16629.0,2349058,149
2022-02-03,WCITY1,17410.666666666668,15716.5,2089280,120
2022-02-04,CCITY,18435.716666666667,16312.5,2212286,120
2022-02-04,DCC1,23287.2,19751.5,1630104,70
2022-02-04,IRE,21340.49504950495,18576.5,4310780,202
2022-02-04,IRE3,19618.620689655174,18215.0,568940,29
2022-02-04,NCITY,18589.335,16702.0,3717867,200
2022-02-04,SCITY,16364.530201342282,16417.0,2438315,149
2022-02-04,WCITY1,17767.108333333334,16069.5,2132053,120
2022-02-05,CCITY,17288.241666666665,15479.0,2074589,120
2022-02-05,DCC1,19218.22857142857,17142.5,1345276,70
2022-02-05,IRE,17755.430693069306,15064.0,3586597,202
2022-02-05,IRE3,17633.655172413793,17287.0,511376,29
2022-02-05,NCITY,16096.37,14617.5,3219274,200
2022-02-05,SCITY,15039.108108108108,15813.5,2225788,148
2022-02-05,WCITY1,15426.591666666667,14728.5,1851191,120
2022-02-06,CCITY,14401.291666666666,12157.5,1728155,120
2022-02-06,DCC1,17576.97142857143,14471.0,1230388,70
2022-02-06,IRE,16360.975247524753,14185.0,3304917,202
2022-02-06,IRE3,16043.965517241379,16772.0,465275,29
2022-02-06,NCITY,14649.785,13079.5,2929957,200
2022-02-06,SCITY,12814.445945945947,13191.0,1896538,148
2022-02-06,WCITY1,13473.625,12965.0,1616835,120
2022-02-07,CCITY,15842.191666666668,13821.0,1901063,120
2022-02-07,DCC1,21130.657142857144,17371.0,1479146,70
2022-02-07,IRE,19569.925742574258,17176.0,3953125,202
2022-02-07,IRE3,18109.068965517243,18226.0,525163,29
2022-02-07,NCITY,17212.765,15425.0,3442553,200
2022-02-07,SCITY,14201.648648648648,14801.5,2101844,148
2022-02-07,WCITY1,16210.958333333334,15215.5,1945315,120
2022-02-08,CCITY,16407.766666666666,14614.5,1968932,120
2022-02-08,DCC1,21277.718309859156,17386.0,1510718,71
2022-02-08,IRE,20088.831683168315,17356.0,4057944,202
2022-02-08,IRE3,18846.793103448275,18103.0,546557,29
2022-02-08,NCITY,17540.595,16073.5,3508119,200
2022-02-08,SCITY,14810.426666666666,14715.5,2221564,150
2022-02-08,WCITY1,16857.266666666666,15413.0,2022872,120
2022-02-09,CCITY,16790.8,15377.5,2014896,120
2022-02-09,DCC1,21934.4,17756.0,1535408,70
2022-02-09,IRE,20389.842364532018,17639.0,4139138,203
2022-02-09,IRE3,17590.310344827587,16329.0,510119,29
2022-02-09,NCITY,17384.025,15638.0,3476805,200
2022-02-09,SCITY,14825.32,15333.0,2223798,150
2022-02-09,WCITY1,16379.225,15097.0,1965507,120
2022-02-10,CCITY,17554.725,16068.5,2106567,120
2022-02-10,DCC1,22246.02857142857,18070.5,1557222,70
2022-02-10,IRE,20977.940886699507,18380.0,4258522,203
2022-02-10,IRE3,19358.172413793105,18090.0,561387,29
2022-02-10,NCITY,18181.195,16382.0,3636239,200
2022-02-10,SCITY,15599.013333333334,16591.0,2339852,150
2022-02-10,WCITY1,17585.325,15541.0,2110239,120
2022-02-11,CCITY,18305.225,16242.0,2196627,120
2022-02-11,DCC1,22847.585714285713,18864.5,1599331,70
2022-02-11,IRE,21191.77722772277,18524.0,4280739,202
2022-02-11,IRE3,19386.896551724138,18860.0,562220,29
2022-02-11,NCITY,18399.32,16456.5,3679864,200
2022-02-11,SCITY,16168.080536912752,16119.0,2409044,149
2022-02-11,WCITY1,17595.95,16294.0,2111514,120
2022-02-12,CCITY,16989.958333333332,14595.5,2038795,120
2022-02-12,DCC1,19483.871428571427,16646.5,1363871,70
2022-02-12,IRE,17660.455445544554,16129.5,3567412,202
2022-02-12,IRE3,18103.896551724138,18404.0,525013,29
2022-02-12,NCITY,16063.73,14544.0,3212746,200
2022-02-12,SCITY,14267.892617449665,14761.0,2125916,149
2022-02-12,WCITY1,15480.366666666667,14542.0,1857644,120
2022-02-13,CCITY,14457.358333333334,12286.0,1734883,120
2022-02-13,DCC1,17708.985714285714,14620.0,1239629,70
2022-02-13,IRE,15966.945544554455,13846.5,3225323,202
2022-02-13,IRE3,15987.620689655172,15168.0,463641,29
2022-02-13,NCITY,14449.49,13025.0,2889898,200
2022-02-13,SCITY,12745.697986577181,12924.0,1899109,149
2022-02-13,WCITY1,13727.133333333333,12916.0,1647256,120
2022-02-14,CCITY,16658.266666666666,14850.5,1998992,120
2022-02-14,DCC1,21290.914285714287,17552.0,1490364,70
2022-02-14,IRE,19755.91133004926,17211.0,4010450,203
2022-02-14,IRE3,17968.827586206895,17418.0,521096,29
2022-02-14,NCITY,17497.465,15809.0,3499493,200
2022-02-14,SCITY,14799.503355704697,15953.0,2205126,149
2022-02-14,WCITY1,16557.0,15279.5,1986840,120
2022-02-15,CCITY,16694.233333333334,15080.0,2003308,120
2022-02-15,DCC1,21051.154929577464,17606.0,1494632,71
2022-02-15,IRE,20038.549504950493,16861.0,4047787,202
2022-02-15,IRE3,17568.793103448275,15958.0,509495,29
2022-02-15,NCITY,17484.225,15585.0,3496845,200
2022-02-15,SCITY,14977.630872483222,15849.0,2231667,149
2022-02-15,WCITY1,16568.958333333332,15048.5,1988275,120
2022-02-16,CCITY,17087.191666666666,15483.0,2050463,120
2022-02-16,DCC1,21519.285714285714,18341.0,1506350,70
2022-02-16,IRE,20356.91089108911,17554.0,4112096,202
2022-02-16,IRE3,19018.379310344826,18198.0,551533,29
2022-02-16,NCITY,17753.059405940596,16182.5,3586118,202
2022-02-16,SCITY,15491.31081081081,16175.5,2292714,148
2022-02-16,WCITY1,16910.308333333334,15538.5,2029237,120
2022-02-17,CCITY,17856.483333333334,16688.5,2142778,120
2022-02-17,DCC1,22574.55072463768,19165.0,1557644,69
2022-02-17,IRE,21156.507462686568,18171.0,4252458,201
2022-02-17,IRE3,19825.51724137931,17657.0,574940,29
2022-02-17,NCITY,18283.18407960199,16643.0,3674920,201
2022-02-17,SCITY,15859.469798657718,16782.0,2363061,149
2022-02-17,WCITY1,17100.933333333334,15904.0,2052112,120
2022-02-18,CCITY,18311.775,16939.0,2197413,120
2022-02-18,DCC1,22546.0,18867.0,1555674,69
2022-02-18,IRE,20587.592039800995,17870.0,4138106,201
2022-02-18,IRE3,19816.137931034482,17602.0,574668,29
2022-02-18,NCITY,18104.1592039801,16481.0,3638936,201
2022-02-18,SCITY,16200.28187919463,16569.0,2413842,149
2022-02-18,WCITY1,17283.641666666666,15942.0,2074037,120
2022-02-19,CCITY,16969.166666666668,14269.0,2036300,120
2022-02-19,DCC1,19826.956521739132,16740.0,1368060,69
2022-02-19,IRE,17602.70646766169,15621.0,3538144,201
2022-02-19,IRE3,17673.655172413793,16130.0,512536,29
2022-02-19,NCITY,16290.313432835821,14988.0,3274353,201
2022-02-19,SCITY,14740.202702702703,14987.0,2181550,148
2022-02-19,WCITY1,15472.933333333332,14904.0,1856752,120
2022-02-20,CCITY,14058.475,11801.0,1687017,120
2022-02-20,DCC1,16780.246376811596,13405.0,1157837,69
2022-02-20,IRE,14230.805970149253,12584.0,2860392,201
2022-02-20,IRE3,14579.689655172413,14175.0,422811,29
2022-02-20,NCITY,13684.019900497513,12098.0,2750488,201
2022-02-20,SCITY,12223.0,12151.5,1809004,148
2022-02-20,WCITY1,12704.266666666666,12085.0,1524512,120
2022-02-21,CCITY,16042.541666666666,14087.0,1925105,120
2022-02-21,DCC1,20951.666666666668,17133.0,1445665,69
2022-02-21,IRE,18410.81094527363,15760.0,3700573,201
2022-02-21,IRE3,17563.379310344826,16205.0,509338,29
2022-02-21,NCITY,16802.114427860695,14952.0,3377225,201
2022-02-21,SCITY,13960.513513513513,14688.0,2066156,148
2022-02-21,WCITY1,15982.533333333333,14971.5,1917904,120
2022-02-22,CCITY,16866.375,15573.5,2023965,120
2022-02-22,DCC1,21627.82608695652,18205.0,1492320,69
2022-02-22,IRE,19334.569306930694,16853.0,3905583,202
2022-02-22,IRE3,18197.96551724138,19107.0,527741,29
2022-02-22,NCITY,17354.94,15677.5,3470988,200
2022-02-22,SCITY,14832.695945945947,15752.5,2195239,148
2022-02-22,WCITY1,16447.908333333333,15239.5,1973749,120
2022-02-23,CCITY,14946.291666666666,14042.0,1793555,120
2022-02-23,DCC1,20434.376811594204,16963.0,1409972,69
2022-02-23,IRE,16346.836633663366,13553.5,3302061,202
2022-02-23,IRE3,11925.137931034482,12013.0,345829,29
2022-02-23,NCITY,15584.71,12768.0,3116942,200
2022-02-23,SCITY,13761.513513513513,13517.5,2036704,148
2022-02-23,WCITY1,14863.38524590164,13255.5,1813333,122
2022-02-24,CCITY,17701.233333333334,16460.5,2124148,120
2022-02-24,DCC1,22022.376811594204,17699.0,1519544,69
2022-02-24,IRE,19863.30198019802,17041.0,4012387,202
2022-02-24,IRE3,18388.655172413793,17407.0,533271,29
2022-02-24,NCITY,17763.35,15902.5,3552670,200
2022-02-24,SCITY,15508.054054054053,16172.0,2295192,148
2022-02-24,WCITY1,17070.183333333334,15579.0,2048422,120
2022-02-25,CCITY,18704.383333333335,16923.0,2244526,120
2022-02-25,DCC1,23020.44927536232,20238.0,1588411,69
2022-02-25,IRE,19730.87623762376,17117.5,3985637,202
2022-02-25,IRE3,19162.41379310345,18884.0,555710,29
2022-02-25,NCITY,18340.955,16331.0,3668191,200
2022-02-25,SCITY,16246.918918918918,16525.5,2404544,148
2022-02-25,WCITY1,17798.908333333333,16177.0,2135869,120
2022-02-26,CCITY,17307.375,14947.5,2076885,120
2022-02-26,DCC1,19942.985507246376,17339.0,1376066,69
2022-02-26,IRE,17753.89552238806,16133.0,3568533,201
2022-02-26,IRE3,18047.379310344826,18695.0,523374,29
2022-02-26,NCITY,16318.295,14642.5,3263659,200
2022-02-26,SCITY,14754.216216216217,15486.5,2183624,148
2022-02-26,WCITY1,15899.983333333334,14752.5,1907998,120
2022-02-27,CCITY,15666.033333333333,13506.0,1879924,120
2022-02-27,DCC1,18376.231884057972,15766.0,1267960,69
2022-02-27,IRE,15799.810945273632,13938.0,3175762,201
2022-02-27,IRE3,15385.137931034482,15397.0,446169,29
2022-02-27,NCITY,14872.685,12929.5,2974537,200
2022-02-27,SCITY,13606.283783783783,13987.5,2013730,148
2022-02-27,WCITY1,14161.608333333334,13219.5,1699393,120
2022-02-28,CCITY,16739.325,14873.5,2008719,120
2022-02-28,DCC1,22021.521739130436,18099.0,1519485,69
2022-02-28,IRE,19756.643564356436,17092.5,3990842,202
2022-02-28,IRE3,18159.793103448275,16451.0,526634,29
2022-02-28,NCITY,17672.34,15767.5,3534468,200
2022-02-28,SCITY,14939.77027027027,15712.5,2211086,148
2022-02-28,WCITY1,16943.008333333335,15605.5,2033161,120
2022-03-01,CCITY,16823.25,15360.0,2018790,120
2022-03-01,DCC1,22334.072463768116,18331.0,1541051,69
2022-03-01,IRE,20528.699507389163,17752.0,4167326,203
2022-03-01,IRE3,18456.793103448275,18077.0,535247,29
2022-03-01,NCITY,17779.515,16058.5,3555903,200
2022-03-01,SCITY,15188.51677852349,15924.0,2263089,149
2022-03-01,WCITY1,17226.666666666668,15635.5,2067200,120
2022-03-02,CCITY,16957.566666666666,15728.0,2034908,120
2022-03-02,DCC1,22739.884057971016,18763.0,1569052,69
2022-03-02,IRE,20656.2039800995,17987.0,4151897,201
2022-03-02,IRE3,19230.862068965518,17332.0,557695,29
2022-03-02,NCITY,17830.835,15930.5,3566167,200
2022-03-02,SCITY,15627.412162162162,16145.0,2312857,148
2022-03-02,WCITY1,17216.016666666666,15764.0,2065922,120
2022-03-03,CCITY,17968.408333333333,16906.0,2156209,120
2022-03-03,DCC1,23208.85714285714,18948.0,1624620,70
2022-03-03,IRE,21446.20895522388,18613.0,4310688,201
2022-03-03,IRE3,19603.51724137931,17767.0,568502,29
2022-03-03,NCITY,18518.855,16453.0,3703771,200
2022-03-03,SCITY,16133.121621621622,17307.0,2387702,148
2022-03-03,WCITY1,17507.608333333334,15781.0,2100913,120
2022-03-04,CCITY,18774.066666666666,17409.0,2252888,120
2022-03-04,DCC1,23873.385714285716,19811.5,1671137,70
2022-03-04,IRE,21841.751243781095,18961.0,4390192,201
2022-03-04,IRE3,20104.137931034482,18583.0,583020,29
2022-03-04,NCITY,18974.435,16528.0,3794887,200
2022-03-04,SCITY,16751.175675675677,17392.0,2479174,148
2022-03-04,WCITY1,18362.766666666666,16638.0,2203532,120
2022-03-05,CCITY,17094.508333333335,15023.0,2051341,120
2022-03-05,DCC1,20687.32857142857,17203.0,1448113,70
2022-03-05,IRE,19090.273631840795,16969.0,3837145,201
2022-03-05,IRE3,18812.03448275862,18636.0,545549,29
2022-03-05,NCITY,16817.995,15343.0,3363599,200
2022-03-05,SCITY,15076.972972972973,15962.0,2231392,148
2022-03-05,WCITY1,16250.916666666666,15022.5,1950110,120
2022-03-06,CCITY,14586.866666666667,12308.5,1750424,120
2022-03-06,DCC1,18557.114285714284,14812.5,1298998,70
2022-03-06,IRE,17091.0,15247.0,3435291,201
