date,day_name,day_of_week,is_weekend,location_label,dublin_daily_avg_pm25,pm25_count,pm25_min,pm25_max,maxtp,mintp,rain,wdsp,hm,hg,sun,g_rad,pe,evap,mean_daily_site_volume,median_daily_site_volume,total_daily_site_volume,n_sites
2022-07-14,Thursday,3,0,south,3.634665913146936,8405,0.49,176.338,19.7,10.9,0.0,9.8,14,21,8.2,2015,3.4,4.8,14369.887417218542,13664.0,2169853,151
2022-07-15,Friday,4,0,north,4.711517857142858,56,1.922,10.468,21.1,11.6,0.0,8.7,15,21,5.6,2033,3.5,4.9,17291.614634146343,15023.0,3544781,205
2022-07-15,Friday,4,0,south,3.9263135667222353,12597,1.316,267.937,21.1,11.6,0.0,8.7,15,21,5.6,2033,3.5,4.9,14621.174496644297,14301.0,2178555,149
2022-07-18,Monday,0,0,north,9.193745884773662,972,3.026,45.743,29.1,12.9,0.0,4.5,10,14,9.4,2256,4.5,5.8,16352.713592233007,14594.0,3368659,206
2022-07-18,Monday,0,0,south,6.792323449612404,20640,1.543,137.451,29.1,12.9,0.0,4.5,10,14,9.4,2256,4.5,5.8,13469.651006711409,14089.0,2006978,149
2022-07-19,Tuesday,1,0,north,8.211983296213809,1796,2.624,69.199,26.5,14.3,0.4,6.2,14,18,6.0,1784,3.6,4.7,16647.441747572815,14407.5,3429373,206
2022-07-19,Tuesday,1,0,south,8.793116090547569,19614,2.636,132.996,26.5,14.3,0.4,6.2,14,18,6.0,1784,3.6,4.7,13860.926666666666,14343.5,2079139,150
2022-07-20,Wednesday,2,0,north,3.4187944760357434,2462,0.374,73.261,19.0,12.6,0.0,11.7,17,24,0.9,1357,2.8,3.9,16770.70873786408,14729.5,3454766,206
2022-07-20,Wednesday,2,0,south,3.020592646250687,20017,0.16,114.377,19.0,12.6,0.0,11.7,17,24,0.9,1357,2.8,3.9,14476.496644295305,15157.0,2156998,149
2022-07-21,Thursday,3,0,north,5.532441226096738,10668,0.938,282.199,18.0,10.6,0.0,5.9,9,14,0.2,1246,2.5,3.3,16882.271844660194,14150.5,3477748,206
2022-07-21,Thursday,3,0,south,6.897801752464404,5478,1.102,224.59,18.0,10.6,0.0,5.9,9,14,0.2,1246,2.5,3.3,14765.353333333333,15259.0,2214803,150
2022-07-25,Monday,0,0,north,2.575500264224062,11354,0.273,77.137,19.1,12.7,0.2,14.3,21,33,2.2,1473,2.9,4.2,16555.30243902439,14761.0,3393837,205
2022-07-25,Monday,0,0,south,2.8729466553767997,1181,0.292,20.431,19.1,12.7,0.2,14.3,21,33,2.2,1473,2.9,4.2,13894.429530201342,14277.0,2070270,149
2022-07-26,Tuesday,1,0,north,3.0289820567755754,3734,0.354,183.14,17.9,9.0,0.0,6.8,11,17,2.0,1457,2.7,3.6,16726.853658536584,14868.0,3429005,205
2022-07-26,Tuesday,1,0,south,3.212213809057745,11239,0.314,370.85,17.9,9.0,0.0,6.8,11,17,2.0,1457,2.7,3.6,14169.266666666666,15176.0,2125390,150
2022-07-27,Wednesday,2,0,south,4.029016741563133,11349,0.424,56.028,16.6,6.6,0.0,5.1,9,13,1.1,1338,2.1,2.9,14658.395973154362,15256.0,2184101,149
2022-07-28,Thursday,3,0,north,4.216785650587759,12335,0.746,113.705,17.9,10.2,0.0,4.8,11,18,2.2,1638,2.5,3.4,17093.2,14351.0,3504106,205
2022-07-28,Thursday,3,0,south,5.297419945105215,1093,1.071,38.883,17.9,10.2,0.0,4.8,11,18,2.2,1638,2.5,3.4,14675.42,15422.0,2201313,150
2022-07-29,Friday,4,0,north,6.692829938243157,10849,1.281,78.149,21.5,10.1,0.2,5.6,11,17,1.2,1195,2.3,3.1,17389.078048780488,15008.0,3564761,205
2022-07-29,Friday,4,0,south,5.667808548216178,5662,1.284,95.26,21.5,10.1,0.2,5.6,11,17,1.2,1195,2.3,3.1,14556.96,14914.0,2183544,150
2022-08-02,Tuesday,1,0,north,2.559326605504588,4360,0.278,141.911,24.5,16.9,0.2,10.0,14,27,6.1,1657,3.5,4.7,16489.4243902439,14478.0,3380332,205
2022-08-02,Tuesday,1,0,south,1.4536940966010734,3913,0.195,17.688,24.5,16.9,0.2,10.0,14,27,6.1,1657,3.5,4.7,13348.846666666666,14076.0,2002327,150
2022-08-03,Wednesday,2,0,north,3.219950816966496,6059,0.201,43.289,20.4,11.1,0.0,11.5,18,27,6.1,1866,3.1,4.5,16709.18446601942,14813.0,3442092,206
2022-08-03,Wednesday,2,0,south,2.241437665782493,754,0.289,7.146,20.4,11.1,0.0,11.5,18,27,6.1,1866,3.1,4.5,13843.5,13855.0,2076525,150
2022-08-05,Friday,4,0,north,5.038709711732794,18802,0.373,390.512,19.1,6.0,0.0,9.2,16,22,5.7,1822,2.9,4.2,17144.83009708738,15143.0,3531835,206
2022-08-05,Friday,4,0,south,4.3577967914438505,561,0.93,21.431,19.1,6.0,0.0,9.2,16,22,5.7,1822,2.9,4.2,14408.852348993289,14508.0,2146919,149
